==1598336== NVPROF is profiling process 1598336, command: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling application: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","System","Name","Correlation_ID"
43.040579,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.050278,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1310
43.050300,71.433987,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1311
43.091087,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.091098,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.093430,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.093596,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.121736,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1312
43.121757,71.416836,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1313
43.143781,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.148261,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
43.173687,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.173698,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.176100,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
43.176225,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.193175,0.019711,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1314
43.193197,71.443556,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1315
43.226417,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.228782,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.264642,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1316
43.264663,71.422659,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1317
43.279266,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.279277,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.281700,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44839/250000","[Power/Limit (mW)]",
43.281955,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.332145,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.334522,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
43.336088,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1318
43.336109,71.414820,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1319
43.385136,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.385147,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.389039,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
43.389203,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.407526,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1320
43.407547,71.418660,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1321
43.439388,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.441772,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44453/250000","[Power/Limit (mW)]",
43.478968,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1322
43.478989,71.429827,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1323
43.492275,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.492286,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.494611,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45121/250000","[Power/Limit (mW)]",
43.494776,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.544961,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.549457,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.550421,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1324
43.550442,71.445892,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1325
43.574888,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.574899,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.577604,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44542/250000","[Power/Limit (mW)]",
43.577726,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.621890,0.019743,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1326
43.621911,71.432004,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1327
43.627913,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.630275,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45410/250000","[Power/Limit (mW)]",
43.680783,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.680794,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.683166,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44353/250000","[Power/Limit (mW)]",
43.683508,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.693345,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1328
43.693366,71.438019,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1329
43.733696,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.736089,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.764806,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1330
43.764827,71.443747,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1331
43.786684,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.786694,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.790487,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
43.790653,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.836273,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1332
43.836294,71.457124,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1333
43.840834,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.843239,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45506/250000","[Power/Limit (mW)]",
43.893753,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.893764,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.896119,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
43.896285,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.907753,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1334
43.907774,71.449155,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1335
43.946471,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.950615,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
43.976038,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
43.976049,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
43.978403,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44275/250000","[Power/Limit (mW)]",
43.978570,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
43.979225,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1336
43.979247,71.411107,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1337
44.028756,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.031135,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44275/250000","[Power/Limit (mW)]",
44.050660,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1338
44.050681,71.433732,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1339
44.081644,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.081655,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.083997,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44453/250000","[Power/Limit (mW)]",
44.084276,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.122117,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1340
44.122139,71.431715,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1341
44.134461,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.136852,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45024/250000","[Power/Limit (mW)]",
44.187439,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.187450,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.191577,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
44.191702,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.193572,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1342
44.193593,71.426563,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1343
44.241887,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.244261,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
44.265021,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1344
44.265043,71.470851,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1345
44.294784,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.294795,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.297179,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
44.297303,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.336515,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1346
44.336537,71.443748,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1347
44.347489,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.351535,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44839/250000","[Power/Limit (mW)]",
44.376953,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.376964,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.379292,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
44.379457,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.407982,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1348
44.408004,71.436003,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1349
44.429642,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.431994,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44453/250000","[Power/Limit (mW)]",
44.479441,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1350
44.479463,71.455171,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1351
44.482501,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.482512,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.484849,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45321/250000","[Power/Limit (mW)]",
44.485132,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.535323,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.537733,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
44.550920,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1352
44.550941,71.463043,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1353
44.588361,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.588372,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.592212,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
44.592375,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.622406,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1354
44.622427,71.460963,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1355
44.642562,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.644944,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44646/250000","[Power/Limit (mW)]",
44.693890,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1356
44.693911,71.418628,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1357
44.695446,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.695457,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.697789,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45795/250000","[Power/Limit (mW)]",
44.697952,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.723025,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.725390,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
44.765332,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1358
44.765353,71.414691,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1359
44.775899,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.775910,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.778244,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45313/250000","[Power/Limit (mW)]",
44.778409,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.828595,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.832510,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44353/250000","[Power/Limit (mW)]",
44.836770,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1360
44.836791,71.426084,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1361
44.883025,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.883036,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.885392,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
44.885672,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
44.908219,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1362
44.908241,71.426179,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1363
44.935885,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.938322,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44453/250000","[Power/Limit (mW)]",
44.979668,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1364
44.979690,71.455107,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1365
44.988924,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
44.988935,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
44.993152,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45313/250000","[Power/Limit (mW)]",
44.993319,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
45.043504,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.045891,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
45.051147,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1366
45.051168,71.740354,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1367
45.096389,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
45.096400,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.098763,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
45.098928,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
45.122911,0.019935,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1368
45.122932,71.400612,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1369
45.124001,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.126458,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46277/250000","[Power/Limit (mW)]",
45.176966,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
45.176977,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.179330,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44068/250000","[Power/Limit (mW)]",
45.179497,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
45.194335,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1370
45.194356,71.432131,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1371
45.229687,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.233617,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
45.265790,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1372
45.265811,71.434052,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1373
45.284121,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
45.284132,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.286460,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44646/250000","[Power/Limit (mW)]",
45.286765,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
45.336956,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.337247,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1374
45.337269,71.441635,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1375
45.339331,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45602/250000","[Power/Limit (mW)]",
45.389921,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
45.389932,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.394124,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44068/250000","[Power/Limit (mW)]",
45.394289,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
45.408712,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1376
45.408734,71.430147,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1377
45.444476,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"54","[Temperature (C)]",
45.446941,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
